id,place_name,city,description,image_url,time,distance,price,age,lung,motion,sight,r_r,a_r,h_r,m_r,n_r,s_r,c_r,e_r
3434,Mahishadal Rajbari and Goplajew Temple ,Haldia," The Palace was originally built to house Janardan Upadhyay (Garg) of Uttar Pradesh, who often came to the region for business. The famous Krishna Temple, Gopaljee Temple, is situated in the courtyard of this palace. ",https://www.holidify.com/images/attr_square/4695.jpg,5.3,1.3,2600,1,1,0,0,9.3,8.5,2.2,2.3,8.3,8.8,3.7,8
3435,"Marine Drive, Haldia ",Haldia, The Haldia Marine drive is a beautiful 6 km road stretch from Coast Guard Jetty to 3rd oil jetty point. The road is lined with palm trees and every now an then a ship can be seen anchored on shore. ,https://www.holidify.com/images/attr_square/4696.jpg,4.2,8.5,800,-1,0,0,0,3.9,4.1,8.8,4.7,3.3,2,2.7,6.1
3436,Sataku ,Haldia, A very unique place to visit is the 'minijapan' in Haldia. This region is primarily inhabited by Japanese people. Employees of the Mitsubishi Chemicals Corporations (MCC) PTA (Purified Terephthalic Acid) inhabit this place in large numbers. ,"https://www.holidify.com/images/cmsuploads/square/640px-Haldi_River,_Haldia,_East_Medinipur1_20190207144956.jpg",5.5,8.4,200,-1,0,1,0,4.7,2,8.4,2.8,9.5,2.8,5.5,5.4
3437,Haldia Dock and Port ,Haldia," The Haldia dock was originally built to take some load off the overflowing Kolkata Port. Growth of Haldia Dock Complex that started its functioning in 1968 got momentum with the commissioning of Haldia Port in 1977, when it started it's international operations. ",https://www.holidify.com/images/attr_square/4694.jpg,3.4,1.5,3900,1,1,1,0,2,8.8,8.5,7.4,1.7,9.3,5.4,6.3
3438,Tamluk Rajbari ,Haldia," Located on the outskirts of Haldia, these ancient ruins of the Tamluk Palace are a brilliant spectacle of architectural brilliance. The temple is believed to be 2500 years old and was inhabited by a West Bengal King. ",https://www.holidify.com/images/attr_square/4702.jpg,2.6,8.9,1500,-1,1,1,1,2.2,5.5,9.2,5.1,1.9,5.5,4,5.1
3439,Muktidham Temple ,Haldia," Another extremely beautiful temple, the temple is made of white carved marble. Idols of Goddess Kali, RadhaKrishna and Hanuman are worshipped in the temple. ",https://holidify.com/images/todo-coming-soon.png,5,9.9,3500,-1,1,1,1,6.4,8.2,8.5,1.7,8.3,6.2,9.3,9
3440,Balughata Riverside Sunset Point ,Haldia," The sunset point located on the banks of river Haldia, is the perfect place to end your day. Flocks of birds crowd around in the mornings and evenings and the place has ample greenery and sitting arrangements. ",https://www.holidify.com/images/attr_square/4693.jpg,2.9,8.4,1300,0,1,1,1,5.3,7.5,5.3,9.3,9.1,2.1,6.6,7.8
3441,Administrative Office of Haldia Department Authority ,Haldia," If you have enough time on your hands and have covered all the other places, then driving by the administrative office of Haldia Department Authority will be worth the extra distance. ",https://www.holidify.com/images/attr_square/4692.jpg,3.2,5.3,3000,0,0,1,1,2.5,1.6,6.3,6.3,4.3,3.4,9.2,3
3442,Maynagarh ,Haldia," Maynagarh is perhaps one of the most unique places in the entire region. The place has a Hindu temple, a Buddhist temple and a Muslim mosque in close vicinity. ",https://www.holidify.com/images/attr_square/4698.jpg,2.6,3.5,900,0,1,0,0,6,6.1,4.2,5.3,5.9,3.2,5.5,6.8
3443,Matangini's Statue ,Haldia," Matagini Hazra was a freedom fighter. A native of Haldia, Matagini was a front runner in Haldia as a supporter of Gandhi's non cooperation movement. When the movement gained momentum, Matangini along with others marched towards tamluk prison to protest. ",https://www.holidify.com/images/attr_square/4697.jpg,3.8,8.7,1600,0,0,0,1,5.9,6.1,3.1,9.1,8.7,7.8,5.5,1.8
3444,Ramjew Temple ,Haldia," The temple is one of the prime tourist attractions of the town. The 90 feet tall temple is dedicated to Lord Ram and houses idols of Ram, Sita, Laxman and Hanuman. ",https://www.holidify.com/images/attr_square/4700.jpg,3.4,4,2900,0,1,0,1,3.8,3.5,4.3,4.8,6.1,2.2,1.8,2
3445,Kingdom Of Dreams ,Gurgaon, Kingdom of dream is a live entertainment zone that brings to your knowledge the rich cultural heritage of India through many events. ,https://www.holidify.com/images/cmsuploads/square/attr_1838_20190221142113jpg,4.7,2.4,1100,1,1,0,1,6.9,2.6,9.2,4.8,4.4,4.3,8.9,3
3446,Cyber Hub ,Gurgaon," It is an uptown party hub, known for its lively nightlife. It is a must visit to a foodie and party lover. ",https://www.holidify.com/images/cmsuploads/square/1433580915_20171121175456.jpg,3.6,4.4,3700,0,0,1,1,9.3,3.3,5.3,5.5,8.6,3.3,6,3.8
3447,Ambience Mall ,Gurgaon," Situated at Delhi Gurgaon Border on the NH8, the mall has a total of 6 floors, with three basement floors for Car parking. It houses retail stores of popular international and designer Indian brands. ",https://www.holidify.com/images/cmsuploads/square/8087_20190225104911jpg,4.5,5.2,1500,0,0,0,1,3.2,6.7,4.3,1.6,7.8,4.8,7.3,3.6
3448,Damdama Lake ,Gurgaon," Damdama Lake is an ideal location for picnickers. Often frequented by Delhiites and others, the place also offers various activities like hot air ballooning, parasailing, kayaking, rock climbing and angling. You can spot over 190 species of native and migratory birds around the lake as well. ",https://www.holidify.com/images/cmsuploads/square/Sunrise_at_Damdama_lake_20170812083624.jpg,2.8,8.2,1100,0,1,1,0,3.9,6.3,2.4,5,2.3,6.1,7.2,8.7
3449,Breweries ,Gurgaon," If you're a beer lover, SS Brewery, Striker's Pub and The Manhattan Club are a few of the breweries which you need to try, when in Gurgaon. Great music, and a variety of freshly brewed beer makes these breweries get crowd night after night. ",https://www.holidify.com/images/attr_square/8007.jpg,4.7,3.1,2700,-1,1,0,0,1.7,6.9,8,1.8,2.4,3.1,4.3,7
3450,Sultanpur Bird Sanctuary ,Gurgaon," Home to about 250 species of native birds and over 190 migratory species, Sultanpur Bird Sanctuary is located in a low lying marshy area off Farukhnagar Gurgaon road. ",https://www.holidify.com/images/cmsuploads/square/sultanpur-birds-santuary-gurgaon_20171013182929.jpg,4.9,1.5,700,-1,0,0,0,5.1,7.1,6.4,4.5,8.1,4.1,4,2.1
3451,Sector 29 ,Gurgaon," Sector 29 is one of the most hip and happening places in Gurugram. Replete with a number of restaurants, cafes and pubs, the place stays especially alive at night. In addition to that, it has a number of bakeries where you can savour the sweet treats. Popular among ardent foodies, the plaza also has good shopping and fine dining options.  ",https://www.holidify.com/images/cmsuploads/square/a1_20190224221236.PNG,4.3,1.7,2300,-1,1,0,0,8.3,5.3,6.4,9.4,8,7.5,6.3,6.5
3452,"Appu Ghar, Gurgaon ",Gurgaon," Appu Ghar was the first amusement park of the country, first opening itâ€™s doors in 1984, commemorating the 1982 Asian Games. The lovable mascot of the games â€œAppuâ€ù was the mascot of the park. While it was running till 2008, it shut down temporarily and was reopened in Gurgaon in 2014. Itâ€™s the perfect way to spend a summer day, splashing around in the water park! ",https://www.holidify.com/images/cmsuploads/square/appu-ghar-1_650_080714035109_20171013211937_20181005172155.jpg,3,4.9,2000,-1,0,0,0,4.1,5.7,3.2,3.7,6.7,1.6,8,7.5
3453,"Vintage Car Museum, Gurgaon ",Gurgaon," Vintage Car Museum was established to explore the history of transportation in India. It exhibits a stunning collection of actual pre-mechanised and mechanised transportation including automobiles, railways, aircraft, etc. Technology buffs, especially those interested in the history of transportation in India, are bound to visit the museum. The museum also partners with schools and research centres to provide material for research and documentation on the subject. ",https://www.holidify.com/images/cmsuploads/square/15717241029_392b264917_b_20190116142707.jpg,2.1,7.5,2700,0,0,1,0,8,9.4,7.8,8.9,4.2,3.9,1.8,7.8
3454,Aravalli Biodiversity Park ,Gurgaon," Expanding over 1.54 square kilometres, Aravalli Biodiversity Park was established to ecologically restore and preserve the vegetation on the desert and arid land areas in the region. It was opened on the occasion of World Environment Day in June 2010, after a Supreme Court Ban was implemented on stone mining in the region. The biodiversity park has about 160 plant species, over 170 species of birds and animals. ",https://www.holidify.com/images/cmsuploads/square/Aravalli_BiodivPark_Gurgaon_DSC9162_long-billed_pipit_20190116142709.jpg,5.1,7.3,1600,1,0,0,1,5,7.8,2,3.9,6.4,5.9,9,7.6
3455,Sheetla Mata Mandir ,Gurgaon," Mata Sheetala is a Hindu goddess widely worshipped in North India, West Bengal, Nepal, Bangladesh and Pakistan as the pox-goddess. She is the Goddess of sores, ghouls, pustules and diseases in Hindu mythology. ",https://www.holidify.com/images/cmsuploads/square/pexels-photo-1081065_20190115115514.jpeg,3.2,6.8,2800,-1,1,1,1,2.6,2.2,7.3,8.4,3.2,8.8,8.8,6.5
3456,Sohna ,Gurgaon," Also known as the Greater Gurugram or Southern Gurugram, Sohna is a municipal district in the Gurgaon district of Haryana located on the Delhi - Alwar Highway. Interestingly enough, the town derives its name from the word ""Sona"" (gold), which refers to the golden dust that blowsÂ in the area, especially after heavy rainfall. Set at the foot of Aravalli hills, the place is surrounded by hilly terrain. It is a popular weekend getaway spot for families and couples because of its medicinal water spring, Shiva temple, and  Damdama lake. Moreover, Sohna is fast becoming a preferred weekend getaway for the city folk in New Delhi as well as Haryana due to the number of attractions present in and around it. These include the Ruins of Kamboj, hot water springs called Shiv Kund, Gora Barak Mosque, Damdama Lake and many more such getaways.  ",https://www.holidify.com/images/cmsuploads/square/3784318934_b2f17b01f8_o1_20190315133159_20190315133222.jpg,3.9,5.5,3000,1,1,1,1,5,5.4,6.6,9.5,9.2,6.6,3.3,6.9
3457,Manesar ,Gurgaon," One of the fastest growing urban centers in the country, Manesar is a unique combination of modernity and traditional lifestyle with a  backdrop of the Aravalis, making it an increasingly upcoming destination that needs to be marked on your next road trip from Delhi to Jaipur.  ",https://www.holidify.com/images/cmsuploads/square/manesar2_20190225170005.jpg,4,6.8,3100,-1,0,0,1,6.5,4.2,8.3,6.7,4.2,3.7,5,2.2
3458,"Fun N Food Village, Gurgaon ",Gurgaon," Fun N Food Village is a stunning water park with the largest collection of water themed slides in the country. They have enough variety of exciting slides and pools to suit everyone's preference ranging from lazy river, wave pool, family slide, the tornado aqua shoot, twister, multiline slide and speed coaster. It is a perfect attraction for family or corporate outings. ",https://www.holidify.com/images/cmsuploads/square/inner-banner3_20191011161726.jpg,4.9,5.9,1000,-1,1,0,0,2.1,9.5,9.1,8.7,5.4,1.6,2.4,8.7
3459,Pataudi Palace ,Gurgaon," Pataudi Palace, also known as Ibrahim Kothi, belongs to the Pataudi Royal Family. It was built by Nawab Ibrahim Ali Khan in 1935 who appointed a famous architect, Robert Tor Russel to design the palace in the style of the colonial mansions found in Delhi. The entire property spreads over an area of 25 acres and has beautiful gardens, lawns and fountains that add to the beauty of the stunning palace. ",https://www.holidify.com/images/cmsuploads/square/Pataudi_Palace_20190116142736.jpg,3.8,6.1,3500,0,0,0,0,2.5,5.2,6.1,5.5,7.7,6.5,4.9,7.1
3460,Oysters Beach Water Park ,Gurgaon," Oysters Beach Water Park is a water themed park with a number of rides, slides and pools including thunderstorm, pirate station, torpedo, rapid racer, cruiser, lazy river and rain dancing, etc. to suit every age group and everyone's preference. It is a perfect recreational centre to visit on a hot sunny day for family outings. The park has enough facilities to make their guests feel comfortable and offer a memorable experience. ",https://www.holidify.com/images/cmsuploads/square/AppuGhar_Park_20190116142738.jpg,2.9,4.8,2500,-1,1,1,1,3.6,6.5,8.7,4.6,5.3,2.9,6.9,8.9
3461,Leisure Valley Park ,Gurgaon," Leisure Valley Park is a pleasant green patch maintained amidst the concrete jungle. The park spreads over a square kilometres space and has a jogging park, a garden, musical fountains and a restaurant that make it an apt recreational park. Evenings are a special treat when the fountains are lit with bright lights and the water sprays to the tune of soft mesmerising music. ",https://www.holidify.com/images/cmsuploads/square/5210964514_43728db236_b_20190116142716.jpg,3,5.3,1500,-1,0,0,1,3,7.2,5.7,1.6,2.2,9.3,2.2,4.2
3462,Lohagarh Farms ,Gurgaon," Lohagarh Farms were established to create self-sustaining rural communities and create opportunities for employment. The attraction also serves as a platform for village artists to exhibit and sell their art and handicraft. One can participate in activities like farming, pottery, trekking, etc. to get closer to nature. The farms offer activities and accommodations away from the urban life for one to connect with the basics of human nature. ",https://www.holidify.com/images/cmsuploads/square/17038868_1267452253341337_2804985380686328798_o_20190401010045_20190401010111.jpg,5.6,7.9,800,0,0,1,0,6.7,3.5,9.1,8,3.9,3.5,9.2,4.8
3463,MGF Mall ,Gurgaon, It is located just next to the MG Road metro station and hence can be a very useful mall. It has some good food joints apart from fine variety of fashion brand outlets to give you a nice time in terms of shopping and eating out. ,https://www.holidify.com/images/cmsuploads/square/4389_20190222124248jpg,5.6,3.6,2000,1,1,1,1,6.3,2.3,9.1,3.5,5.8,7.1,6.3,9.4
